,lat,long,bikes_available,bikes_in_use,total_bikes
609,52.476471,13.437154,4,0,4
610,52.471191,13.432202,0,4,4
611,52.469354,13.432572,0,4,4
612,52.46908,13.435775,1,3,4
613,52.469276,13.438243,0,4,4
614,52.473099,13.437594,0,4,4
615,52.500477,13.422992,4,0,4
616,52.500026,13.423099,3,1,4
617,52.502234,13.419864,1,3,4
618,52.501153,13.427879,0,4,4
619,52.501868,13.430201,0,4,4
620,52.499837,13.430164,7,0,4
621,52.500016,13.431709,0,4,4
622,52.500794,13.430625,2,2,4
623,52.499115,13.411061,3,1,4
624,52.500029,13.407987,0,4,4
625,52.502319,13.40781,1,3,4
626,52.500412,13.414403,4,0,4
627,52.49841,13.410471,1,3,4
628,52.49648,13.411523,2,2,4
629,52.495526,13.413175,0,4,4
630,52.495568,13.415895,0,4,4
631,52.498361,13.414189,2,2,4
632,52.484495,13.428678,2,2,4
633,52.485436,13.429466,1,3,4
634,52.483871,13.43232,2,2,4
635,52.485969,13.430024,2,2,4
636,52.48604,13.435351,0,4,4
637,52.488043,13.438012,0,4,4
638,52.476053,13.447604,1,3,4
639,52.476187,13.45484,0,4,4
640,52.479137,13.449653,0,4,4
641,52.480121,13.450876,0,4,4
642,52.480862,13.451632,8,0,4
643,52.479353,13.443232,1,3,4
644,52.479059,13.445136,0,4,4
645,52.47719,13.446558,0,4,4
646,52.474044,13.451166,2,2,4
647,52.472341,13.446091,1,3,4
648,52.471851,13.451262,1,3,4
649,52.473612,13.449379,1,3,4
650,52.473174,13.44851,0,4,4
651,52.489836,13.419741,2,2,4
652,52.487641,13.419296,1,3,4
653,52.509048,13.450667,4,0,4
654,52.511239,13.402258,2,2,4
655,52.545389,13.403819,4,6,10
656,52.506502,13.373387,1,5,6
657,52.505303,13.372947,2,2,4
658,52.517721,13.416345,0,4,4
659,52.626349,13.500336,3,1,4
660,52.624789,13.499676,4,2,6
661,52.636391,13.491361,1,5,6
662,52.626014,13.495902,0,4,4
663,52.506345,13.332092,1,11,12
664,52.506622,13.33148,1,6,7
665,52.628137,13.506183,4,5,9
666,52.54092,13.345,1,3,4
667,52.54289,13.34361,1,2,4
668,52.54131,13.34031,2,2,4
669,52.542729,13.4187,3,15,18
670,52.519821,13.251802,3,2,5
671,52.54203,13.34843,2,2,4
672,52.488964,13.409194,0,4,4
673,52.518972,13.286389,3,1,4
674,52.466733,13.310492,2,6,8
675,52.440496,13.316777,1,3,4
676,52.540189,13.35875,0,4,4
677,52.474088,13.445409,2,2,4
678,52.496829,13.330333,1,3,4
679,52.486529,13.39409,0,4,4
680,52.507999,13.459428,1,3,4
681,52.49336,13.437501,3,1,4
682,52.505484,13.447766,1,3,4
683,52.511383,13.448853,3,1,4
684,52.503179,13.30795,3,1,4
685,52.485815,13.338057,0,4,4
686,52.48399,13.338228,2,2,4
687,52.505433,13.37652,1,3,4
688,52.50531,13.405296,3,1,4
689,52.50294,13.454761,0,4,4
690,52.514026,13.470445,0,4,4
691,52.497109,13.44881,2,2,4
692,52.509287,13.473256,0,4,4
693,52.527938,13.460601,2,2,4
694,52.50305,13.507992,0,4,4
695,52.514612,13.398249,1,3,4
696,52.514431,13.377696,1,3,4
697,52.513705,13.380057,2,2,4
698,52.520477,13.405254,0,4,4
699,52.521466,13.407278,0,4,4
700,52.528601,13.39715,5,0,4
701,52.5497,13.363968,0,4,4
702,52.528209,13.409095,6,0,4
703,52.526974,13.408105,3,1,4
704,52.524302,13.395943,1,3,4
705,52.549358,13.353717,1,3,4
706,52.525713,13.390295,1,3,4
707,52.517951,13.375946,1,3,4
708,52.529473,13.399756,0,4,4
709,52.518313,13.395946,2,2,4
710,52.509723,13.377067,2,2,4
711,52.509387,13.377128,2,2,4
712,52.479833,13.436861,3,1,4
713,52.479103,13.438087,2,2,4
714,52.478378,13.440949,0,4,4
715,52.486137,13.439244,0,4,4
716,52.480753,13.416025,0,4,4
717,52.480471,13.421299,1,3,4
718,52.470518,13.429504,0,4,4
719,52.478492,13.432362,0,4,4
720,52.467457,13.421134,0,4,4
721,52.505241,13.448972,1,3,4
722,52.473311,13.419505,0,4,4
723,52.470944,13.43871,0,4,4
724,52.46052,13.480546,2,2,4
725,52.482619,13.454293,2,2,4
726,52.551465,13.449922,1,3,4
727,52.532586,13.435255,0,4,4
728,52.538251,13.417553,0,4,4
729,52.536429,13.427476,0,4,4
730,52.541861,13.421361,0,4,4
731,52.545968,13.434495,1,3,4
732,52.545006,13.437077,0,4,4
733,52.544511,13.437913,0,4,4
734,52.529866,13.425257,1,3,4
735,52.531561,13.420154,0,4,4
736,52.538048,13.419886,2,2,4
737,52.538417,13.414489,2,2,4
738,52.539467,13.410568,0,4,4
739,52.535559,13.416959,0,4,4
740,52.54892,13.407291,0,4,4
741,52.552169,13.439629,1,3,4
742,52.530217,13.409066,0,4,4
743,52.551472,13.404556,2,2,4
744,52.532567,13.424191,0,4,4
745,52.530869,13.422412,0,4,4
746,52.549044,13.424748,0,4,4
747,52.558564,13.423047,0,4,4
748,52.539487,13.407435,0,4,4
749,52.547373,13.438893,0,4,4
750,52.525582,13.454818,5,0,4
751,52.545053,13.414741,0,4,4
752,52.547163,13.416506,0,4,4
753,52.527877,13.452137,0,4,4
754,52.550481,13.429589,0,4,4
755,52.52256,13.459925,0,4,4
756,52.554426,13.399386,0,4,4
757,52.523468,13.46452,2,2,4
758,52.52445,13.465156,4,0,4
759,52.553818,13.40888,1,3,4
760,52.553698,13.411128,0,4,4
761,52.537739,13.41188,1,3,4
762,52.546715,13.401103,0,4,4
763,52.540839,13.422415,0,4,4
764,52.541409,13.42333,0,4,4
765,52.554123,13.429514,1,3,4
766,52.553634,13.424097,0,4,4
767,52.555139,13.423882,0,4,4
768,52.521725,13.463431,0,4,4
769,52.528945,13.430506,0,4,4
770,52.530289,13.432534,0,4,4
771,52.536714,13.440871,0,4,4
772,52.538744,13.436835,1,3,4
773,52.544614,13.422439,1,3,4
774,52.530592,13.447008,0,4,4
775,52.521313,13.454695,0,4,4
776,52.524528,13.457136,0,4,4
777,52.518526,13.470719,2,2,4
778,52.51838,13.45952,2,2,4
779,52.514827,13.443453,0,4,4
780,52.498802,13.465365,0,4,4
781,52.5013,13.466433,2,2,4
782,52.514001,13.427867,2,2,4
783,52.517805,13.449046,0,4,4
784,52.513075,13.447365,1,3,4
785,52.50579,13.463531,0,4,4
786,52.509835,13.46448,1,3,4
787,52.511351,13.458892,1,3,4
788,52.509548,13.4675,0,4,4
789,52.493628,13.472559,2,2,4
790,52.495333,13.468552,2,2,4
791,52.525116,13.430078,1,3,4
792,52.483552,13.353995,1,3,4
793,52.484358,13.352755,1,3,4
794,52.500938,13.357589,0,4,4
795,52.501045,13.347847,2,2,4
796,52.492257,13.349671,0,4,4
797,52.486873,13.352675,1,3,4
798,52.472514,13.377603,0,4,4
799,52.490548,13.365313,1,3,4
800,52.496959,13.36689,2,2,4
801,52.484939,13.372654,0,4,4
802,52.48671,13.357868,1,3,4
803,52.495529,13.349537,2,2,4
804,52.496344,13.3495,0,4,4
805,52.500568,13.346887,2,2,4
806,52.4841,13.335132,0,4,4
807,52.494474,13.359455,1,3,4
808,52.494076,13.361269,0,4,4
809,52.477344,13.330632,1,3,4
810,52.485773,13.360807,1,3,4
811,52.468894,13.385848,0,4,4
812,52.468985,13.385355,0,4,4
813,52.492776,13.368961,1,3,4
814,52.484136,13.351336,2,2,4
815,52.503185,13.338711,4,0,4
816,52.474941,13.385456,0,4,4
817,52.488355,13.339633,3,1,4
818,52.490669,13.36,1,3,4
819,52.497109,13.341678,0,4,4
820,52.494468,13.355298,3,1,4
821,52.495095,13.354188,0,4,4
822,52.497303,13.470102,0,4,4
823,52.489611,13.481689,1,3,4
824,52.486939,13.347246,1,3,4
825,52.488731,13.358365,0,4,4
826,52.528507,13.34759,6,7,13
827,52.505363,13.44412,0,4,4
828,52.511451,13.446783,0,4,4
829,52.510217,13.44741,1,3,4
830,52.504702,13.465751,0,4,4
831,52.506606,13.332945,3,2,5
832,52.505855,13.374122,5,0,4
833,52.507207,13.372748,1,3,4
834,52.506808,13.373022,2,2,4
835,52.506198,13.373542,1,3,4
836,52.506093,13.373934,2,2,4
837,52.539875,13.352627,1,3,4
838,52.527336,13.339237,0,4,4
839,52.503464,13.359517,4,0,4
840,52.536919,13.383647,1,3,4
841,52.553087,13.390097,0,4,4
842,52.541522,13.369971,1,5,6
843,52.5437,13.374552,0,6,6
844,52.52618,13.358887,2,4,6
845,52.552041,13.365711,0,6,6
846,52.54656,13.343904,1,5,6
847,52.482088,13.435925,0,6,6
848,52.508807,13.311154,0,6,6
849,52.470533,13.319994,0,6,6
850,52.484171,13.294048,5,1,6
851,52.482052,13.28099,2,4,6
852,52.491627,13.290542,0,6,6
853,52.515885,13.390777,3,3,6
854,52.511082,13.396508,3,3,6
855,52.504278,13.504821,0,6,6
856,52.516444,13.376517,0,6,6
857,52.515976,13.376679,3,3,6
858,52.507383,13.427728,1,5,6
859,52.509897,13.405305,1,5,6
860,52.499847,13.370479,1,5,6
861,52.519454,13.375924,2,4,6
862,52.519952,13.382297,0,6,6
863,52.53223,13.341018,3,3,6
864,52.532706,13.341297,2,4,6
865,52.455164,13.375436,1,5,6
866,52.517425,13.391975,1,5,6
867,52.465554,13.394716,2,4,6
868,52.464923,13.347707,0,6,6
869,52.465119,13.339,1,5,6
870,52.475658,13.324351,0,6,6
871,52.459193,13.348265,0,6,6
872,52.445446,13.379325,2,4,6
873,52.468533,13.374651,1,5,6
874,52.439057,13.387415,1,3,4
875,52.453146,13.384738,1,5,6
876,52.506578,13.36823,5,1,6
877,52.505074,13.362406,2,4,6
878,52.513557,13.424547,0,6,6
879,52.510916,13.393965,0,6,6
880,52.511327,13.405026,0,6,6
881,52.517886,13.384663,4,2,6
882,52.516916,13.384126,2,4,6
883,52.505698,13.350835,6,0,6
884,52.50159,13.371305,0,6,6
885,52.519302,13.400257,2,4,6
886,52.519632,13.39949,2,4,6
887,52.516608,13.406394,2,4,6
888,52.522136,13.404924,0,6,6
889,52.52399,13.412805,1,3,4
890,52.519903,13.386551,3,3,6
891,52.520799,13.386688,1,5,6
892,52.515013,13.449229,0,6,6
893,52.563912,13.327,4,0,4
894,52.567113,13.311728,1,3,4
895,52.566647,13.313622,2,2,4
896,52.568087,13.311835,1,3,4
897,52.567172,13.314545,0,4,4
898,52.566086,13.320199,2,2,4
899,52.571709,13.302214,3,1,4
900,52.571477,13.301996,0,4,4
901,52.576203,13.295222,3,1,4
902,52.576412,13.295576,1,3,4
903,52.581217,13.291284,0,4,4
904,52.582517,13.290313,3,1,4
905,52.590119,13.283343,3,1,4
906,52.590822,13.282921,3,1,4
907,52.590903,13.282111,2,2,4
908,52.589939,13.283072,1,3,4
909,52.588825,13.288451,2,1,4
910,52.525628,13.24183,0,4,4
911,52.510022,13.455069,0,4,4
912,52.509182,13.457614,3,1,4
913,52.510844,13.456562,4,0,4
914,52.511569,13.45704,4,0,4
915,52.514964,13.460124,0,4,4
916,52.515398,13.460403,0,4,4
917,52.514729,13.457415,0,4,4
918,52.514709,13.456809,0,4,4
919,52.516005,13.454427,2,2,4
920,52.516201,13.45333,1,3,4
921,52.508052,13.463359,1,3,4
922,52.505871,13.461127,2,2,4
923,52.537748,13.421731,0,4,4
924,52.536997,13.423174,1,3,4
925,52.535164,13.431403,0,4,4
926,52.531502,13.427171,2,2,4
927,52.531982,13.434713,0,4,4
928,52.533111,13.407086,0,4,4
929,52.588237,13.288581,1,3,4
930,52.581047,13.290732,2,2,4
931,52.582746,13.289369,3,1,4
932,52.576386,13.294305,3,1,4
933,52.577481,13.315569,0,4,4
934,52.577716,13.315355,0,4,4
935,52.497652,13.443795,1,3,4
936,52.497451,13.432097,1,3,4
937,52.481843,13.425175,2,2,4
938,52.484394,13.393224,3,1,4
939,52.487599,13.444288,1,3,4
940,52.527266,13.449337,0,6,6
941,52.46679,13.42123,0,4,4
942,52.488406,13.414103,0,4,4
943,52.52382,13.382061,1,3,4
944,52.526343,13.407215,1,3,4
945,52.527811,13.411292,0,4,4
946,52.518186,13.388681,4,0,4
947,52.520259,13.410804,2,2,4
948,52.541239,13.393906,2,2,4
949,52.518375,13.342043,2,2,4
950,52.53812,13.344682,1,3,4
951,52.50095,13.363339,0,4,4
952,52.514295,13.405568,2,2,4
953,52.509934,13.368738,2,2,4
954,52.540968,13.387554,0,4,4
955,52.506459,13.417654,7,0,4
956,52.508235,13.414028,0,4,4
957,52.533816,13.359343,4,0,4
958,52.534566,13.354263,1,3,4
959,52.532589,13.350352,0,4,4
960,52.522716,13.368441,0,4,4
961,52.522841,13.366123,1,3,4
962,52.530758,13.346719,0,4,4
963,52.524277,13.34936,4,0,4
964,52.520004,13.337585,0,4,4
965,52.522067,13.328325,1,3,4
966,52.527962,13.324673,0,4,4
967,52.526756,13.334046,1,3,4
968,52.532475,13.384894,2,2,4
969,52.530452,13.374631,3,1,4
970,52.527968,13.374803,1,3,4
971,52.52721,13.382609,2,2,4
972,52.523294,13.392125,3,1,4
973,52.520884,13.400802,2,2,4
974,52.513737,13.417863,2,2,4
975,52.516358,13.395676,2,2,4
976,52.509747,13.420886,0,4,4
977,52.524526,13.418797,3,1,4
978,52.525156,13.416412,3,1,4
979,52.528132,13.403303,2,2,4
980,52.527971,13.410117,3,1,4
981,52.528523,13.407478,1,3,4
982,52.524623,13.404415,5,0,4
983,52.518738,13.396207,4,0,4
984,52.520556,13.390183,3,1,4
985,52.509616,13.392087,1,3,4
986,52.509519,13.400362,2,2,4
987,52.507149,13.347253,2,2,4
988,52.515637,13.386524,0,4,4
989,52.518863,13.380012,2,2,4
990,52.553471,13.377134,1,3,4
991,52.525086,13.379046,2,2,4
992,52.556942,13.374233,1,3,4
993,52.5534,13.361578,1,3,4
994,52.548971,13.365549,0,4,4
995,52.519699,13.428432,0,4,4
996,52.523275,13.426913,0,4,4
997,52.528477,13.398128,1,3,4
998,52.529538,13.397425,2,2,4
999,52.493334,13.38354,1,3,4
1000,52.49257,13.379229,2,2,4
1001,52.491825,13.376863,0,4,4
1002,52.491809,13.379545,3,1,4
1003,52.493001,13.402223,1,3,4
1004,52.489019,13.399205,0,4,4
1005,52.492528,13.417461,3,1,4
1006,52.494406,13.410149,0,4,4
1007,52.49372,13.418593,1,3,4
1008,52.506338,13.408089,4,0,4
1009,52.509793,13.407495,4,0,4
1010,52.490186,13.456568,1,3,4
1011,52.49146,13.457775,0,4,4
1012,52.491914,13.458316,0,4,4
1013,52.484538,13.466181,0,4,4
1014,52.486858,13.464621,0,4,4
1015,52.493083,13.460559,3,1,4
1016,52.492662,13.461261,0,4,4
1017,52.49315,13.461706,2,2,4
1018,52.467456,13.309588,0,4,4
1019,52.467688,13.309218,1,3,4
1020,52.467194,13.320118,0,4,4
1021,52.465282,13.32163,0,4,4
1022,52.451698,13.310787,0,4,4
1023,52.455905,13.319453,0,4,4
1024,52.491427,13.450195,2,2,4
1025,52.456792,13.320258,4,0,4
1026,52.45487,13.319615,0,4,4
1027,52.49208,13.412933,0,4,4
1028,52.49099,13.410607,2,2,4
1029,52.497192,13.424279,5,0,4
1030,52.502778,13.378557,2,2,4
1031,52.501306,13.388702,3,1,4
1032,52.502991,13.431457,1,3,4
1033,52.502345,13.429252,1,3,4
1034,52.504715,13.414827,2,2,4
1035,52.489715,13.389797,0,4,4
1036,52.490558,13.391637,0,4,4
1037,52.502097,13.376831,0,4,4
1038,52.525186,13.428374,0,4,4
1039,52.525139,13.452436,1,3,4
1040,52.513133,13.462399,2,2,4
1041,52.508869,13.469147,0,4,4
1042,52.503661,13.451858,1,3,4
1043,52.498642,13.38043,0,4,4
1044,52.498279,13.435367,1,3,4
1045,52.497567,13.437561,1,3,4
1046,52.496705,13.440249,2,2,4
1047,52.498416,13.442422,1,3,4
1048,52.495843,13.445817,0,4,4
1049,52.492995,13.396668,1,3,4
1050,52.492026,13.391139,2,2,4
1051,52.49453,13.394759,0,4,4
1052,52.493086,13.414312,0,4,4
1053,52.494069,13.428737,0,4,4
1054,52.494896,13.432766,2,2,4
1055,52.507977,13.393958,8,0,4
1056,52.507027,13.394689,0,4,4
1057,52.507824,13.391958,0,4,4
1058,52.498338,13.395,0,4,4
1059,52.499481,13.380806,2,2,4
1060,52.506949,13.423271,0,4,4
1061,52.50987,13.414585,3,1,4
1062,52.504947,13.433104,1,3,4
1063,52.501156,13.434691,0,4,4
1064,52.500104,13.438423,6,0,4
1065,52.502238,13.321987,0,4,4
1066,52.502175,13.325102,1,3,4
1067,52.504095,13.331941,3,1,4
1068,52.506038,13.321685,3,1,4
1069,52.50596,13.323197,1,3,4
1070,52.509065,13.31786,1,3,4
1071,52.505816,13.317656,3,1,4
1072,52.505218,13.317515,0,4,4
1073,52.50578,13.306986,0,4,4
1074,52.507938,13.306632,0,4,4
1075,52.491038,13.331142,0,4,4
1076,52.499713,13.306423,0,4,4
1077,52.516779,13.323945,1,3,4
1078,52.477366,13.329001,0,4,4
1079,52.50162,13.335434,0,4,4
1080,52.512392,13.315086,1,3,4
1081,52.511058,13.30119,1,3,4
1082,52.48852,13.301482,3,1,4
1083,52.498423,13.299974,0,4,4
1084,52.48812,13.302811,0,4,4
1085,52.487432,13.300169,2,2,4
1086,52.530034,13.300999,2,2,4
1087,52.525865,13.305792,3,1,4
1088,52.510753,13.296917,0,4,4
1089,52.510772,13.297625,0,4,4
1090,52.484041,13.331478,0,4,4
1091,52.479941,13.332596,2,2,4
1092,52.479993,13.324352,0,4,4
1093,52.48356,13.320646,0,4,4
1094,52.484198,13.322137,0,4,4
1095,52.482734,13.326181,0,4,4
1096,52.482734,13.329824,0,4,4
1097,52.481343,13.318784,1,3,4
1098,52.481597,13.320551,1,3,4
1099,52.480964,13.313446,4,0,4
1100,52.483265,13.313437,0,4,4
1101,52.517856,13.306187,0,4,4
1102,52.493429,13.314705,0,4,4
1103,52.492396,13.319264,2,2,4
1104,52.491237,13.326793,0,4,4
1105,52.492796,13.332996,0,4,4
1106,52.496143,13.334378,0,4,4
1107,52.478984,13.309695,0,4,4
1108,52.496928,13.311375,0,4,4
1109,52.49615,13.318037,0,4,4
1110,52.499709,13.313215,0,4,4
1111,52.49886,13.315896,1,3,4
1112,52.504095,13.317168,0,4,4
1113,52.504551,13.313353,1,3,4
1114,52.494864,13.301543,0,4,4
1115,52.501501,13.296852,0,4,4
1116,52.517975,13.317577,0,4,4
1117,52.523363,13.323358,3,1,4
1118,52.518675,13.326239,3,1,4
1119,52.460668,13.323475,2,2,4
1120,52.52014,13.306056,1,3,4
1121,52.521401,13.3001,0,4,4
1122,52.523399,13.309643,0,4,4
1123,52.523321,13.315396,0,4,4
1124,52.52316,13.305721,0,4,4
1125,52.519806,13.314561,0,4,4
1126,52.528333,13.297077,0,4,4
1127,52.523895,13.299047,0,4,4
1128,52.522703,13.300694,4,0,4
1129,52.515916,13.318106,1,3,4
1130,52.514889,13.31506,0,4,4
1131,52.507866,13.314336,2,2,4
1132,52.508093,13.300182,0,4,4
1133,52.509741,13.301443,0,4,4
1134,52.506471,13.289082,0,4,4
1135,52.513325,13.291086,1,3,4
1136,52.513309,13.296772,0,4,4
1137,52.513227,13.305092,0,4,4
1138,52.506706,13.295409,1,3,4
1139,52.504773,13.298431,1,3,4
1140,52.506892,13.299252,0,4,4
1141,52.510375,13.291307,2,2,4
1142,52.510375,13.285707,1,3,4
1143,52.516803,13.302374,2,2,4
1144,52.503775,13.29171,1,3,4
1145,52.506645,13.280767,1,3,4
1146,52.504038,13.278863,0,4,4
1147,52.541698,13.273363,0,4,4
1148,52.538084,13.286483,2,2,4
1149,52.536577,13.286602,1,3,4
1150,52.518188,13.278159,0,4,4
1151,52.520276,13.262895,4,0,4
1152,52.518895,13.262046,3,1,4
1153,52.51701,13.271633,2,2,4
1154,52.512762,13.259722,0,4,4
1155,52.516248,13.258003,0,4,4
1156,52.525666,13.314621,0,4,4
1157,52.525666,13.304848,0,4,4
1158,52.528207,13.299165,2,2,4
1159,52.518149,13.313508,2,2,4
1160,52.500485,13.263676,2,2,4
1161,52.516424,13.310291,0,4,4
1162,52.5125,13.276807,1,3,4
1163,52.476864,13.320127,0,4,4
1164,52.474406,13.314338,0,4,4
1165,52.473353,13.311071,0,4,4
1166,52.472607,13.307835,0,4,4
1167,52.477223,13.287868,0,4,4
1168,52.470669,13.288908,3,1,4
1169,52.478551,13.275468,0,4,4
1170,52.484015,13.267205,0,4,4
1171,52.494379,13.285749,1,3,4
1172,52.492653,13.296191,3,1,4
1173,52.482691,13.263149,3,1,4
1174,52.490672,13.304241,0,4,4
1175,52.495378,13.297974,0,4,4
1176,52.503283,13.300516,0,4,4
1177,52.497435,13.339798,1,3,4
1178,52.491561,13.323613,0,4,4
1179,52.486695,13.31539,0,4,4
1180,52.478419,13.34295,0,4,4
1181,52.474458,13.371662,0,4,4
1182,52.480721,13.377265,0,4,4
1183,52.477351,13.378188,0,4,4
1184,52.481208,13.350261,2,2,4
1185,52.496831,13.344841,0,4,4
1186,52.497062,13.354517,0,4,4
1187,52.490703,13.351037,0,4,4
1188,52.495552,13.363041,1,3,4
1189,52.497296,13.364369,2,2,4
1190,52.482515,13.342502,0,4,4
1191,52.482727,13.34637,0,4,4
1192,52.481348,13.363363,1,3,4
1193,52.478445,13.363445,0,4,4
1194,52.483694,13.363336,0,4,4
1195,52.48145,13.361596,1,3,4
1196,52.461671,13.376581,0,4,4
1197,52.465809,13.37799,0,4,4
1198,52.460495,13.370094,3,1,4
1199,52.458402,13.369779,2,2,4
1200,52.471418,13.335431,2,2,4
1201,52.466214,13.37043,3,1,4
1202,52.457474,13.391068,3,1,4
1203,52.496177,13.472965,0,4,4
1204,52.448221,13.378904,1,3,4
1205,52.44496,13.374379,0,4,4
1206,52.484558,13.479792,0,4,4
1207,52.484285,13.46841,0,4,4
1208,52.477772,13.478846,0,4,4
1209,52.474332,13.483989,1,3,4
1210,52.467469,13.490165,1,3,4
1211,52.465807,13.486999,0,4,4
1212,52.46625,13.48278,0,4,4
1213,52.463027,13.484244,0,4,4
